data,ano,mes,media_temp,rad,vento,max_temp,min_temp,soma_carga,Agua_Grande,Aldeia_Campista,Alvorada,Areia_Branca,Ari_Franco,Baependi,Barra,Boca_do_Mato,Botafogo,Bras_de_Pina,Brisamar,Cachambi,Cachamorra,Camara,Camerino,Campo_Marte,Carmari,Cascadura,Caxias,Centenario,Coelho_da_Rocha,Colegio,Comendador_Soares,Copacabana,Cosmos,Curicica,Democraticos,Eldorado,Esperanca,Fontinele,Fundao,Gardenia,Governador,Guadalupe,Guanabara,Humaita,Influencia,Inmetro,Itaguai,Itapeba,Jaboatao,Jardim_Botanico,Leblon,Leme,Leopoldo,Mackenzie,Marapicu,Mato_Alto,Maturaca,Mena_Barreto,Meriti,Nova_Iguacu,Paciencia,Padre_Miguel,Pavuna,Pedro_Ernesto,Piedade,Porta_Dagua,Posto_Seis,Queimados,Ramos,Recreio,Retiro,Rio_Comprido,Rosali,Samaritano,Santa_Cecilia,Santa_Clara,Santa_Luzia,Santissimo,Santo_Antonio,Sao_Conrado,Sao_Joao,Sapucaia,Sarapui,Saudade,Seropedica,Taquara,Terra_Nova,Tres_Rios,Triagem,Trovao,Turiacu,Uruguai,Vigario,Vigario_Geral,Vila_Valqueire,Vilar_dos_Teles,Volta_Redonda,Washington_Luis,Zona_Industrial
2015-01,2015,1,29.00,1058.74,1.60,39.40,20.80,3077644.85,29486.00,39283.16,51325.36,55003.98,50223.49,48516.00,44691.21,35764.00,33635.07,34153.97,9470.87,49910.54,45695.76,64079.76,40855.32,40185.92,28916.17,61017.05,49430.24,22882.56,39890.00,36896.84,40167.85,30890.00,31701.84,61994.96,30072.67,5516.30,59056.46,20721.00,12913.15,4000,29393.24,43151.15,34763.24,20912.21,3520.87,12300.81,19208.00,35388.69,51415.76,38107.20,34603.62,17889.15,26635.08,19778.20,21013.49,22903.47,32048.08,59545.95,37376.26,61224.43,29949.00,43469.05,35991.57,36716.00,35931.10,75573.50,40958.92,32043.20,30613.17,34560.48,21651.00,45640.57,49152.84,20373.81,18089.00,27714.40,25390.59,34501.52,50710.31,28195.44,26470.00,3083.39,39858.61,7016.82,27055.95,51195.00,31415.00,35336.58,33743.70,30070.98,32292.00,25027.43,4936.07,33484.69,30155.00,22830.09,32974.05,37950.56,11876.64
2015-02,2015,2,27.55,867.63,1.45,38.20,20.40,2544870.26,23426.00,29221.25,45314.85,43888.05,40366.30,41732.00,45870.39,28961.00,30236.22,27630.56,7765.00,41256.45,37717.89,53558.90,32887.00,32876.27,23878.85,50028.74,39909.99,18042.24,32931.00,30707.85,33885.06,24819.01,25028.99,49337.44,22453.99,4816.97,51249.84,17348.00,10968.92,4979.12,24532.12,35726.94,29514.06,16077.02,2938.00,10787.52,16135.00,29046.23,42785.39,32931.73,27241.44,14521.89,21592.69,16897.85,16728.21,20884.86,24337.24,47596.23,29295.74,46785.08,24595.37,34436.12,29825.37,30765.02,28602.27,60114.98,33462.84,29090.50,27516.39,27660.51,18107.00,37500.07,39360.22,15835.55,14701.75,23171.25,21383.26,26936.81,42856.61,23550.83,20476.40,2563.61,33245.23,6140.68,22514.48,40609.00,25387.28,31317.14,29775.43,25323.20,26133.00,22584.27,4112.37,28688.50,26190.00,20055.04,26749.05,31146.04,10092.62
2015-03,2015,3,26.11,665.04,0.88,36.20,18.80,2657071.26,24346.00,31668.34,46666.65,46073.41,42581.15,41273.33,41641.47,28762.00,31204.80,29071.75,8041.70,43820.78,38955.63,54576.00,35281.17,36474.48,25055.40,51805.72,42643.13,19293.66,33858.00,30983.49,34179.42,24670.00,27529.18,49849.07,23612.72,4922.27,52945.00,19019.00,11510.85,8046.00,25240.71,36960.29,29522.54,17174.88,3268.00,11124.55,16509.00,27451.48,45090.03,35366.57,29310.02,14446.93,21668.19,19383.85,18408.79,22091.00,25377.00,50517.87,36733.00,52749.80,27169.63,35864.33,29936.06,31948.57,30873.27,60998.00,31861.68,24322.53,28049.95,30344.06,19817.00,40091.32,41173.23,16738.82,16075.00,23552.89,24102.73,27461.24,47102.70,24063.73,21625.00,2787.26,33946.56,6247.46,23727.22,41500.00,25328.00,34282.39,30734.58,28056.88,26892.00,19732.40,4419.41,29478.50,26595.00,20092.09,28491.94,32581.87,11146.60
2015-04,2015,4,24.50,651.27,1.06,33.80,17.80,2280771.09,20558.00,26967.06,39309.19,39506.62,36765.57,34552.00,34231.77,23858.00,25918.83,24535.34,7294.61,36275.69,33611.78,44688.83,29962.81,31569.32,21248.90,46554.28,36786.82,18418.70,29378.00,25472.69,29464.61,20322.00,23572.99,41877.40,21182.60,4036.78,47641.95,17199.00,10577.00,7593.00,21863.98,30895.62,25395.25,15087.85,2922.00,9774.91,14134.00,23849.41,39904.68,27672.00,24715.05,12438.74,17950.90,16594.65,16211.11,18938.00,23064.81,42769.65,34685.20,45521.01,24463.00,31061.78,30074.31,26327.52,24484.00,45426.00,28387.00,21446.66,23861.75,25950.43,18152.00,32611.77,35336.70,14033.83,14368.00,20420.98,19740.13,24383.45,38567.28,19979.74,19172.00,2492.16,29958.99,6191.13,22104.12,37928.00,22737.00,31249.24,24883.53,23783.91,22274.00,15852.02,4199.18,26354.83,22288.00,16820.64,25191.00,28031.83,10033.00
2015-05,2015,5,22.31,551.44,1.01,33.20,15.10,2068023.44,18514.00,25170.03,35995.11,34532.15,31350.02,31732.00,30739.37,21608.00,24308.57,22143.57,6717.80,34031.50,30804.54,39862.43,27622.98,31167.28,19417.95,42005.75,32456.38,18857.68,26333.00,22351.22,26777.89,18007.00,20880.10,39059.44,19466.00,3476.94,42048.17,16605.00,9897.00,7241.00,19695.84,27583.50,22379.36,13927.22,2800.00,8851.29,13069.00,23817.99,34653.94,26538.00,22198.38,11323.98,16006.46,15664.26,14169.18,17396.00,20516.31,37950.89,30796.80,42077.98,21908.00,26989.51,26075.00,24136.92,22730.00,40428.00,24461.12,19517.86,19599.34,20774.66,17455.00,28719.82,31803.84,12918.14,14118.00,18245.83,19271.43,21537.61,37957.99,17900.67,16926.96,2883.00,26502.99,6431.49,20416.58,33125.00,18684.00,29582.86,22014.29,21894.53,21239.00,15148.82,4155.94,24433.10,20347.00,14806.23,23541.57,23411.99,10165.40
2015-06,2015,6,21.20,484.63,1.06,33.50,13.30,1927421.02,16573.00,23158.37,33899.44,31352.63,29675.23,29915.00,26569.63,20988.00,23033.69,20867.69,6482.00,29030.02,27963.22,37231.51,26594.86,28998.93,17675.83,38335.13,29595.46,18327.95,23978.00,20637.13,24559.26,17347.51,19377.22,35431.00,18161.78,3777.71,37147.04,15503.00,9000.00,9293.71,18156.46,25403.84,20445.79,12889.53,2686.00,8181.06,11813.00,24465.00,32065.75,24963.00,21016.52,10691.62,14947.06,14810.31,13017.13,14254.06,18990.65,32675.53,26822.83,39044.84,20233.00,25059.63,24131.63,22006.56,22260.00,39891.00,23685.40,18348.93,18837.92,20246.08,16529.00,27156.59,29105.95,11925.40,13940.00,16648.15,18100.53,22657.00,36811.41,16727.06,15359.52,2312.94,24109.57,5814.10,19224.83,30493.00,17739.00,28794.68,21230.10,19528.87,19614.00,14005.71,3978.01,22596.29,18391.03,13673.06,23089.30,21058.67,11950.82
2015-07,2015,7,21.91,481.76,1.14,33.50,15.00,2006169.60,16689.00,24411.90,34507.82,32277.46,30178.08,30975.00,28697.47,21673.00,24326.58,21944.71,6588.25,32221.33,28857.28,38512.27,30796.04,31684.90,18656.54,38572.34,31217.17,19332.76,24931.00,20999.59,25746.53,18273.31,20140.16,36510.28,17538.92,3616.22,39223.28,16112.00,9590.00,10073.72,18918.80,25820.92,21374.66,13525.27,1483.00,8598.50,12282.00,22148.07,33497.59,25203.00,21893.58,11110.51,15579.62,15426.46,13422.57,17157.03,19853.35,35773.77,27980.94,41418.32,20575.00,26440.93,24710.80,23454.54,21353.00,38681.56,24197.76,19023.84,19705.68,22876.58,17011.00,28018.82,29475.22,12211.29,15015.00,17402.74,19590.03,22514.64,38003.90,17159.58,15801.00,3797.22,25278.02,5864.96,19732.27,32105.00,18409.00,29929.93,21806.03,20957.55,20497.00,14515.37,4231.13,23037.06,19016.32,14037.94,25029.68,22053.21,12045.06
2015-08,2015,8,22.67,694.82,1.39,37.00,13.80,2081029.71,18016.00,25406.12,35117.20,35126.65,32330.98,31381.00,28025.39,21861.00,24423.84,23170.00,6983.09,34065.07,30231.95,41612.90,31002.39,31163.74,19787.31,40967.12,32679.06,19513.14,26685.00,22468.50,27876.03,18023.00,21417.73,37058.83,18841.40,4053.29,41575.88,16374.00,9530.00,11049.00,19260.10,26961.63,22172.22,13638.49,2644.00,8666.19,12964.00,21898.10,36346.23,25170.50,21734.69,10501.04,16321.27,14855.99,14627.54,17465.35,20979.47,39169.19,27884.47,41187.76,22324.00,28846.42,26138.62,24508.64,21651.00,39012.58,23944.25,21570.30,20339.46,22772.13,17276.00,28809.29,32390.04,12329.05,15083.00,18699.44,19219.35,24105.62,38217.36,17324.68,16945.00,2735.40,27007.26,5978.15,19995.20,33372.00,19314.00,30868.83,22613.08,21969.66,21174.00,15021.19,4124.08,23914.64,19647.30,14886.15,26462.50,22940.60,10824.82
2015-09,2015,9,23.74,560.52,1.56,39.50,17.20,2139462.80,19087.00,24466.12,37672.84,36091.64,33932.48,31947.00,29046.67,23476.00,25126.49,23002.00,6990.27,35126.99,29935.14,43768.45,31077.96,32771.02,20170.39,43231.84,34475.50,19334.85,27391.00,23361.16,28270.85,18824.00,21427.87,38210.24,20045.53,4954.60,41397.57,16725.00,9990.00,10296.00,19032.93,28142.72,23783.55,14055.12,2958.00,9107.73,13116.00,23733.76,37823.87,26220.10,22794.69,11141.16,17534.34,15442.10,14698.99,18095.17,21874.42,39687.05,27018.05,43534.56,22265.00,30413.05,26810.13,25350.38,20916.00,40866.20,25706.15,22285.89,20764.77,22728.70,17740.00,30913.80,32362.39,12824.73,16626.00,19003.98,19612.19,23602.59,39257.62,17701.06,17091.20,2357.55,28083.58,7926.07,20647.95,33898.00,21875.00,31676.00,23042.95,22338.16,22033.00,16181.42,4000.37,24260.40,18932.20,15447.64,23852.48,22754.81,9829.09
2015-10,2015,10,25.05,705.28,1.78,41.90,15.70,2346203.75,21750.00,25337.24,39475.25,40917.95,37237.63,34147.00,32993.70,25177.00,26390.05,25179.00,7513.22,36038.61,35194.08,49561.45,32552.66,33120.63,22190.41,46519.13,40127.31,21410.45,29581.00,26259.31,31356.80,20468.00,24004.24,39876.16,22808.07,5362.75,46435.78,18363.00,11060.00,9201.00,20914.82,29383.19,26337.55,15192.75,3110.00,9671.57,14449.00,26512.96,41124.24,28583.84,24979.08,11914.09,19010.71,16367.61,16459.92,20087.71,22674.35,44526.08,27398.30,43414.21,25235.00,32256.45,28200.45,27879.33,22953.00,42670.25,32557.57,23317.57,24027.86,25161.82,19905.00,33931.45,35401.85,13939.87,16854.00,21481.21,20744.90,27259.34,40512.84,19500.53,18733.00,2861.47,31746.53,7059.79,22631.14,38531.00,25358.00,33554.00,26464.77,24039.51,24088.00,16971.60,4294.76,26565.47,22703.95,17242.80,28329.83,28984.22,13961.00
2015-11,2015,11,25.79,633.54,1.48,38.10,19.90,2354538.71,23465.00,27165.89,39063.34,41717.98,37391.23,34220.00,33029.24,26166.00,26410.28,25664.00,7616.53,37754.98,35588.96,49426.94,33242.36,31935.58,21390.02,46586.82,39243.03,18682.51,30410.00,26486.88,32105.95,20558.00,24380.28,41829.15,22959.82,4337.34,46427.48,17933.00,11200.00,8206.00,20884.61,31677.78,27652.80,15064.50,2968.00,9947.14,14301.00,27881.32,40464.51,28188.80,24552.16,11357.41,19264.32,14326.66,16990.06,20030.42,23390.51,44281.23,28419.70,45755.17,25764.00,32310.23,27814.25,27567.60,22138.00,42536.79,32265.94,22831.68,24299.50,25263.42,19329.00,33913.85,36216.72,14145.93,16175.00,21534.49,21303.21,27191.00,40153.71,20119.04,19026.00,2652.70,32016.61,6311.95,22411.81,37905.00,25238.00,33350.01,26168.24,24782.46,24130.00,17703.39,4260.39,25437.87,23153.15,17637.06,27916.64,29339.16,13836.94
2015-12,2015,12,27.76,901.55,1.60,38.70,19.90,2705778.32,26707.00,32398.84,44498.68,47921.71,43617.98,40205.00,38968.41,31223.00,29709.14,28896.00,8586.00,44385.17,42087.01,54986.34,35996.10,36567.13,24373.78,54799.78,45242.67,18670.96,35688.00,31849.91,36282.14,24782.00,26091.20,49583.24,26017.19,4435.00,55147.04,18729.00,11240.00,15398.00,24363.30,37328.03,30838.88,17572.39,3167.00,10863.31,16752.00,31497.53,47419.05,33310.72,29242.75,14207.43,22965.13,14575.78,18506.37,23524.81,28852.64,52420.16,32031.40,54247.00,28573.00,37563.16,33058.75,32199.06,30007.00,49465.89,38276.78,25110.46,28429.30,30399.97,20193.00,39559.96,42516.55,16806.49,18321.00,24796.70,21276.99,32063.31,45007.75,24349.00,22830.00,2784.68,36649.25,6644.04,24604.48,44568.00,27128.00,33287.90,27617.73,28020.60,27410.00,21771.00,4567.91,30178.77,27822.91,20566.51,27004.31,33287.14,14324.81
2016-01,2016,1,26.60,780.06,1.66,38.20,20.10,2568858.53,23980.00,29435.18,42817.59,46459.80,41651.87,38586.00,36999.12,28817.00,28252.52,27035.00,7920.69,38659.52,39151.98,52417.27,35402.93,34879.02,22993.62,51092.17,42980.58,17094.73,33440.00,29434.31,34550.14,23806.00,27218.88,45413.88,24905.69,4261.62,51773.28,17880.00,11350.00,14280.00,23038.94,35350.00,29708.23,16367.66,3129.00,10314.69,16069.00,28573.11,43602.01,31294.09,27613.23,13258.94,20678.62,14386.53,18979.91,24652.88,25929.39,48455.93,31338.92,49466.99,28449.00,35736.34,31042.38,30719.98,27800.00,56115.00,37426.58,23295.87,26763.23,29349.70,19349.00,36258.39,39333.34,15490.52,17764.00,24044.41,20816.10,28133.72,41506.76,22633.78,21280.00,2691.56,35546.62,6386.56,24047.50,41754.00,27054.00,32333.65,27973.11,26969.15,26189.00,20120.16,4177.40,28396.74,24403.00,19690.72,24592.99,30878.00,14977.00
2016-02,2016,2,28.23,981.24,1.58,38.90,20.30,2698429.20,25776.00,31480.53,45100.98,49381.16,44513.06,41697.00,40513.52,30560.00,29442.36,27572.00,8951.85,39822.40,41857.74,58659.84,33947.91,34021.41,24626.01,52190.97,43468.18,16800.68,33741.00,30088.41,36746.82,26388.00,28369.92,46945.89,26162.54,4058.47,55447.12,18081.00,13640.00,15396.00,24726.85,38545.00,31183.30,16801.37,3118.00,10264.29,17044.00,33308.96,46335.21,33912.51,29946.08,15128.36,22566.67,16368.37,19503.72,26725.22,28123.74,52491.41,32284.02,52549.20,30392.00,36697.61,30486.13,32671.61,30970.00,58517.00,40368.40,26082.11,25962.18,30746.11,19637.00,39525.22,40157.28,16818.58,17740.00,25045.08,21404.38,27987.89,41135.87,23885.53,20989.00,2720.68,38281.22,6235.82,22866.69,43444.00,29551.00,32443.45,28947.03,28690.37,27723.00,21326.28,4162.61,29319.46,28343.00,19844.03,26734.22,32422.11,15161.05
2016-03,2016,3,27.06,726.73,1.34,36.00,20.70,2769464.11,25589.00,32189.96,46289.33,50525.65,45094.82,40575.00,40591.29,30924.00,31364.76,29643.00,12242.18,43166.50,42075.26,58810.37,34096.18,38428.72,25482.08,55537.08,45476.02,18998.57,36217.00,30498.53,36928.83,26583.00,29651.42,47339.27,26572.53,4017.34,58594.12,18860.00,11690.00,21148.00,25184.16,38776.00,31527.66,16411.48,3289.00,9858.47,17582.00,33111.13,48776.48,34272.86,31948.78,15302.78,21264.11,19476.48,20013.35,24845.05,28970.52,51710.49,34920.80,54128.32,30475.00,37157.10,33008.56,34456.79,30850.00,51938.95,40212.75,26595.94,27464.37,31390.18,20509.00,40695.17,42481.56,17040.01,18577.00,25964.95,23579.49,22360.06,44613.96,22328.30,23112.00,2814.96,37955.17,6558.24,24411.07,44247.00,28556.00,33532.94,28860.55,29731.13,28746.00,22180.00,4350.35,31720.91,28521.00,19809.01,26583.74,34213.02,16053.09
2016-04,2016,4,26.46,712.61,1.18,36.60,18.30,2701015.20,25305.00,32869.31,43693.78,49956.68,44397.76,39288.00,37454.87,30476.00,29571.58,28991.00,8638.47,42880.16,40869.33,56891.14,35340.04,37497.74,24472.83,54107.32,44336.42,21017.38,35891.00,30154.85,36944.22,23991.00,29865.14,45250.92,27145.41,4074.91,56597.30,18348.00,12412.52,19137.00,23463.82,38165.00,30830.77,16942.70,3257.00,9512.42,15815.00,33189.81,47546.70,31621.78,29267.25,13922.61,18499.90,15826.09,19377.06,25928.40,28378.77,52024.33,34149.73,54156.62,30583.53,38465.00,32753.56,32359.57,28982.00,51498.62,37213.42,24127.17,27366.30,30118.72,20040.00,38805.47,42275.70,16353.89,16350.00,25628.38,21824.70,27236.10,42304.02,23167.72,22935.00,2810.46,37423.04,6379.32,25497.34,44639.00,29177.00,31063.16,27849.16,28656.29,28618.00,21541.27,4553.91,30836.59,27427.00,20191.49,27648.29,32461.64,15351.47
2016-05,2016,5,22.09,480.92,1.13,34.00,13.80,2023560.59,18404.00,22994.22,36053.21,35840.83,30732.22,30102.00,28110.38,21799.39,22540.24,21025.00,6519.00,31019.94,29054.56,40198.40,27423.59,32085.70,18303.80,37605.47,32355.99,19449.33,25914.00,21567.38,27376.13,17647.00,21147.25,33245.43,18397.57,2844.99,39412.13,15930.00,9047.48,14693.00,17581.86,26913.48,22689.94,13810.88,2884.00,7786.33,12034.00,23030.22,34582.61,24770.41,21470.37,11080.72,14528.87,15308.38,14119.35,21097.82,19931.70,35447.61,25719.78,40280.82,22334.77,26760.96,22407.38,23755.47,21612.17,37465.60,27799.48,19251.30,19778.72,23209.23,17784.00,28734.86,30701.85,12120.56,15247.00,18814.69,17343.84,21163.52,35983.20,17576.72,16353.00,2495.09,26667.74,5838.97,19578.24,32213.00,21469.00,29731.41,21956.46,20560.52,20177.00,15078.61,4136.61,22347.74,19281.00,15018.13,24147.74,24819.74,13610.94
2016-06,2016,6,19.50,444.91,1.16,30.50,9.70,1750089.56,15020.00,19684.10,33219.61,30049.01,25388.45,26574.62,24199.63,17891.31,20573.43,17853.17,5464.00,26145.86,24877.50,34582.63,23688.01,27901.72,15537.88,35082.53,27564.19,17108.42,21733.00,18506.16,22648.19,15418.00,17917.78,31181.39,13865.45,3052.38,35897.46,14829.00,8556.44,13167.00,15752.27,23031.93,18372.16,11992.47,2646.00,6966.70,10767.00,17446.71,29218.88,21880.00,19082.23,9920.15,13284.66,12426.60,12131.64,16868.80,16966.68,29769.40,20751.38,33824.57,18716.00,22869.21,21300.12,20394.01,17032.49,30457.17,24425.78,19176.35,17154.32,19902.81,16564.00,24633.92,24548.39,10838.72,15287.00,15998.67,15419.76,18647.27,32584.98,15431.32,13532.00,2361.81,22305.18,5655.70,15674.11,28212.00,19604.00,27857.72,18049.61,18221.23,17139.00,13252.30,3978.54,19668.77,16510.00,12425.81,22103.86,21178.85,11371.00
2016-07,2016,7,20.83,505.74,1.31,34.60,10.30,1913009.66,16837.00,21951.67,35951.52,32932.71,27982.78,28676.11,25863.73,19671.00,22564.30,19009.74,6254.00,28401.47,27775.56,38018.78,27213.10,30301.22,17125.68,37267.96,30217.11,18323.93,24274.00,20309.00,24925.15,17033.00,20083.27,35728.00,16528.30,3348.01,39036.93,15380.00,9274.72,15957.00,16675.90,25601.71,20069.86,11611.71,2816.00,7471.72,12187.00,21004.48,31905.98,23173.60,20466.83,10998.82,14264.84,12399.90,13394.04,18127.09,18546.17,32906.64,23143.40,34734.03,20924.21,25424.43,23720.94,22075.77,18725.00,33848.75,26351.17,20723.01,18275.46,21948.00,16940.00,26420.07,27634.95,11768.90,15964.00,17677.92,16202.00,20067.03,33758.92,16790.22,15965.00,2569.19,24336.67,5824.45,18433.25,31091.00,21723.00,28851.28,19451.95,19418.08,18973.00,14143.21,4044.27,21263.71,18301.00,14225.86,24488.78,22964.20,12774.00
2016-08,2016,8,21.71,633.71,1.54,36.00,10.80,1965543.91,17569.00,22031.14,35217.95,35211.19,29541.28,27398.00,26642.83,20752.00,22063.07,20036.00,6039.00,28561.82,28704.50,38960.36,28583.79,29453.68,17643.56,35440.80,34435.71,19324.18,26512.00,21210.81,26248.61,17472.00,21285.77,36610.88,16658.44,3297.00,40043.89,15920.00,8774.00,17785.00,16901.66,27885.00,20920.26,12426.55,2780.00,7848.99,12874.00,22077.15,32868.43,22245.72,21010.12,11768.85,14373.70,11254.94,14345.36,19992.46,18671.35,34648.09,23474.68,37853.77,21251.64,28145.00,24356.06,22324.80,17824.00,35490.91,27291.75,20908.90,19037.73,22027.00,17184.00,27976.95,29909.97,11669.32,16120.00,18935.75,15648.26,20498.12,32755.42,17251.68,10264.00,2614.40,27021.06,5504.74,17867.59,30858.00,22265.00,29161.02,21071.45,19793.21,19097.00,13609.00,4173.17,21483.95,19912.00,15901.47,26470.04,23660.38,13259.96
2016-09,2016,9,22.90,611.97,1.66,36.50,15.00,2034377.48,18339.00,22704.12,35674.95,36417.74,31187.81,29339.00,26297.05,21628.00,22725.88,21112.00,6328.00,31894.69,29755.58,41302.76,29654.84,30069.89,19042.25,38154.90,39688.28,18808.02,26847.00,21694.97,27007.81,17790.00,22430.82,37614.78,18321.45,2903.68,42039.32,16221.00,9740.00,16058.00,18634.58,28541.00,21233.25,12136.60,2725.00,8305.85,13059.00,23003.50,33585.55,22715.50,21136.59,11242.81,15108.93,12021.90,14736.39,19319.30,19643.28,36872.74,26237.18,39938.67,21885.00,27865.00,25963.66,23327.29,18290.00,39698.85,27147.16,20277.47,19757.60,22587.00,17424.00,28825.13,31122.46,11943.29,14994.00,19518.73,16950.91,21571.84,34123.48,17514.89,2407.00,2622.14,29334.05,5242.42,19464.52,33129.00,21758.00,29353.07,22419.49,20663.67,20144.00,15055.74,4076.84,22598.16,19684.00,19450.56,26456.44,25001.31,11667.23
2016-10,2016,10,24.05,684.12,1.70,38.40,15.40,2207007.28,19809.00,23594.72,37482.27,41225.98,36518.91,31378.31,29029.11,23723.00,23345.63,22098.00,7337.00,35122.88,33227.94,44927.97,29895.21,32013.86,20920.70,42072.16,41725.55,19759.16,28022.00,24139.94,29860.03,19059.00,25108.61,41228.51,19506.25,2175.31,47838.37,17169.00,10138.00,14698.00,20349.60,30823.00,23262.82,13935.87,2847.00,9068.50,14805.00,24580.00,35969.70,24243.24,22237.61,11971.95,16972.42,13472.57,16711.32,21406.87,21817.92,40855.09,29758.06,44519.98,24215.00,30852.00,28702.56,25845.69,20920.00,45099.94,28629.36,20736.00,22375.78,24514.01,18495.00,29981.66,33378.05,13954.21,15681.00,21726.21,17597.69,24380.25,34795.82,18600.06,4270.00,2690.31,32528.00,6162.96,19570.94,35603.00,23577.00,31666.33,24184.75,22455.87,22351.00,16172.61,4326.38,24295.14,21293.00,21663.12,28218.27,26904.16,9017.00
2016-11,2016,11,24.70,798.31,1.65,36.90,15.10,2231614.71,20380.00,24454.22,38095.25,42576.87,36685.38,30305.20,29237.36,23497.00,25113.75,23853.00,7149.00,35829.12,34343.95,46232.96,24923.80,29108.99,20358.54,44253.14,38762.85,17280.50,27958.00,24369.25,30106.88,19131.00,25889.70,40904.71,21619.17,3534.91,50059.03,16675.00,10580.00,15180.00,20552.48,31678.00,23861.81,13095.25,2913.00,8867.64,14564.00,24799.02,37858.87,24635.64,22559.75,12064.68,18064.39,16741.87,16442.37,21526.22,21488.61,41248.82,26994.83,42530.70,22494.00,31230.00,28027.63,26834.06,20980.00,45708.60,28567.75,24956.00,22080.74,24453.45,18079.00,31490.66,34788.16,13768.87,14460.00,22129.55,17911.74,25052.16,36365.99,19012.37,15358.00,2512.43,30727.87,5925.85,18517.48,36102.00,23859.00,30404.10,25280.23,23800.09,22611.00,15871.18,4151.37,25281.18,21316.00,18309.33,25547.96,29244.77,11897.00
